C,NEMP.WORLD,LFCST_HISTDEMAND,AEMO,PUBLIC,2019/05/20,02:00:01,0000000308089359,,0000000308089358
I,DEMAND,HISTORIC,1,REGIONID,SETTLEMENTDATE,PERIODID,DEMAND
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",1,7333
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",2,7145
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",3,6954
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",4,6800
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",5,6545
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",6,6341
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",7,6196
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",8,6132
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",9,6118
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",10,6168
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",11,6262
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",12,6347
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",13,6519
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",14,6701
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",15,6938
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",16,7162
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",17,7311
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",18,7400
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",19,7432
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",20,7326
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",21,7239
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",22,7124
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",23,7045
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",24,6998
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",25,6942
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",26,6989
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",27,6951
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",28,6960
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",29,7041
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",30,7176
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",31,7341
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",32,7530
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",33,7752
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",34,8060
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",35,8428
D,DEMAND,HISTORIC,1,NSW1,"2019/05/19 00:00:00",36,8801
